Year,AEZ_Name,tmp,pre,pdsi,pet,sm,Number_confirmed_events,sheep_mean,goat_mean,cattle_mean
1986,Coastal,26.2166670560837,83.3187508760641,-1.43687499221414,5.12083339194457,0.141879229248156,0,52.612427302642,85.6733827197675,51.8031072626409
1986,Highland,16.4090280731519,85.0888899942239,-2.98583333111472,3.84027784566084,0.157378518215635,0,62.3162563117002,19.12046964796525,45.551579268088005
1986,Lowland,25.9211577114586,50.4897995999826,-2.0380652678426,5.40183491299682,0.14415500044291,0,34.2102670349519,57.5846731027718,14.5497243298259
1986,Midland,20.2149042120347,86.8339217986245,-1.49049679382553,4.39941247367961,0.156645894912612,0,70.91565754386897,66.97802977799964,82.6475845845028
1986,Nairobi City,18.2166670958201,74.4916671991348,-2.64666666587194,3.94166672229767,0.161297025096913,0,56.7142301559448,65.8222482681274,78.8638029098511
1986,Waterbody,22.4916671117147,116.491667588552,-2.61291667819023,4.7625000278155,0.148665043115091,0,37.71647417768836,24.23146892040968,25.03082502740955
1987,Coastal,26.6708337068558,75.500000901303,-1.39437499494913,5.2104167342186,0.153955367580817,0,52.612427302642,85.6733827197675,51.8031072626409
1987,Highland,16.8736113972134,85.0500013941692,-3.02590277459886,3.96041673918565,0.164843878819842,0,62.3162563117002,19.12046964796525,45.551579268088005
1987,Lowland,26.3375124659604,42.6780372582451,-1.94947602822969,5.56318373295763,0.156571904519538,0,34.2102670349519,57.5846731027718,14.5497243298259
1987,Midland,20.678793103267,73.7451932995949,-1.82740918873077,4.53157059122354,0.165515648605432,0,70.91565754386897,66.97802977799964,82.6475845845028
1987,Nairobi City,18.6916670799256,66.9916682918866,-1.84500000874201,4.31666674216588,0.176224160629014,0,56.7142301559448,65.8222482681274,78.8638029098511
1987,Waterbody,22.9833337465922,116.441668224335,-1.92000000923872,4.93750009934107,0.158496260759914,0,37.71647417768836,24.23146892040968,25.03082502740955
1988,Coastal,26.6708337465922,73.6291680178294,-2.00895832479,5.18541680773099,0.166212237466374,0,52.612427302642,85.6733827197675,51.8031072626409
1988,Highland,16.7409725520346,112.096529431476,-1.06701388673133,3.88263896769947,0.163058730736011,0,62.3162563117002,19.12046964796525,45.551579268088005
1988,Lowland,26.2151905792413,57.425595833324,-1.58454850631344,5.4437269814952,0.163277430818005,0,34.2102670349519,57.5846731027718,14.5497243298259
1988,Midland,20.5896905166471,102.626390805269,-0.703803421411083,4.44967956637215,0.163254575293034,0,70.91565754386897,66.97802977799964,82.6475845845028
1988,Nairobi City,18.6083337465922,97.8583349227905,0.495833344757557,4.05000001192093,0.193921692741032,0,56.7142301559448,65.8222482681274,78.8638029098511
1988,Waterbody,22.8291670481364,133.554167556763,-1.15250000512848,4.8291667898496,0.161523369978345,0,37.71647417768836,24.23146892040968,25.03082502740955
1989,Coastal,25.900000333786,70.5291673907079,-1.85708332799065,4.93125005066395,0.16167977750888,0,52.612427302642,85.6733827197675,51.8031072626409
1989,Highland,16.075000319216,111.904862558842,-0.0176388912627266,3.77500006556511,0.174124710038876,0,62.3162563117002,19.12046964796525,45.551579268088005
1989,Lowland,25.5716411477259,57.350698293537,-0.878197244964431,5.30369842279272,0.167007132227662,0,34.2102670349519,57.5846731027718,14.5497243298259
1989,Midland,19.9073721272314,97.9753220311802,0.118317307247661,4.30555564330684,0.172456576940902,5,70.91565754386897,66.97802977799964,82.6475845845028
1989,Nairobi City,17.9416671593984,98.1666680335998,1.49166667461395,3.97500006357829,0.212592346072197,0,56.7142301559448,65.8222482681274,78.8638029098511
1989,Waterbody,22.1666671435038,111.06666653951,-1.90916668375333,4.67916671435038,0.167127654970251,0,37.71647417768836,24.23146892040968,25.03082502740955
1990,Coastal,26.2604170242945,69.7770843485991,-1.81770833348855,5.04583344856898,0.141479845022432,0,52.612427302642,85.6733827197675,51.8031072626409
1990,Highland,16.5236114197307,105.228474042151,-0.0902083303080871,3.80833339525594,0.161071243318294,0,62.3162563117002,19.12046964796525,45.551579268088005
1990,Lowland,25.9618598316736,57.1776386362529,-0.746944108390166,5.39654541427663,0.151641642481446,0,34.2102670349519,57.5846731027718,14.5497243298259
1990,Midland,20.3188571741438,99.6082278542423,0.337264960061592,4.35459409373948,0.16093188136965,0,70.91565754386897,66.97802977799964,82.6475845845028
1990,Nairobi City,18.3583334287008,86.4416674057643,2.06666665275892,3.89166673024496,0.203761505966003,0,56.7142301559448,65.8222482681274,78.8638029098511
1990,Waterbody,22.6500001748403,115.166669130325,-1.83749998609225,4.74166679382324,0.15269697368635,0,37.71647417768836,24.23146892040968,25.03082502740955
1991,Coastal,26.4520836671194,74.9791683807969,-2.14520833144585,5.13333340982596,0.148372073743348,0,52.612427302642,85.6733827197675,51.8031072626409
1991,Highland,16.550694750415,93.8868073181974,-1.35597222112119,3.95486119058397,0.164345359925142,0,62.3162563117002,19.12046964796525,45.551579268088005
1991,Lowland,26.0817777384439,42.885832325242,-1.62531842100829,5.45789307714151,0.155649756789743,0,34.2102670349519,57.5846731027718,14.5497243298259
1991,Midland,20.4114853551245,84.3223833879904,-1.12011218202623,4.49556631639472,0.167181923676637,0,70.91565754386897,66.97802977799964,82.6475845845028
1991,Nairobi City,18.4416672388713,70.7249995311101,-0.779166663686435,4.05000009139379,0.182629726827145,0,56.7142301559448,65.8222482681274,78.8638029098511
1991,Waterbody,22.62500055631,118.995836480459,-2.23833332955837,4.90833346048991,0.155936294676857,0,37.71647417768836,24.23146892040968,25.03082502740955
1992,Coastal,26.3395836750666,69.7250006479521,-2.25041665881872,5.04791676501433,0.149922607014777,0,52.612427302642,85.6733827197675,51.8031072626409
1992,Highland,16.4819447729323,97.1784740275807,-1.47513889319574,3.82500006755193,0.174618394366851,0,62.3162563117002,19.12046964796525,45.551579268088005
1992,Lowland,25.9822574468294,46.1356732056925,-2.50142746768168,5.4009826516084,0.158822949903724,0,34.2102670349519,57.5846731027718,14.5497243298259
1992,Midland,20.3178422124977,86.1180568067005,-1.21215811610305,4.3810898226041,0.175983355749784,0,70.91565754386897,66.97802977799964,82.6475845845028
1992,Nairobi City,18.3250000476837,79.2000021934509,-0.107500007996957,4.05833341677983,0.173731787690333,0,56.7142301559448,65.8222482681274,78.8638029098511
1992,Waterbody,22.5625003973643,109.150002638499,-2.52874999245008,4.75416680177053,0.164793868065823,0,37.71647417768836,24.23146892040968,25.03082502740955
1993,Coastal,26.1937503019969,59.827083971103,-2.5666666701436,5.09791674216588,0.146928270933047,0,52.612427302642,85.6733827197675,51.8031072626409
1993,Highland,16.4534725348155,85.6833346923192,-1.60013888584864,3.9020833886332,0.177912632812492,0,62.3162563117002,19.12046964796525,45.551579268088005
1993,Lowland,25.8772867346997,46.3852788344018,-2.14098327679647,5.44320138689976,0.158462589816418,0,34.2102670349519,57.5846731027718,14.5497243298259
1993,Midland,20.2508551188004,78.8073196820087,-1.41594016643114,4.45288469241216,0.178043661827603,0,70.91565754386897,66.97802977799964,82.6475845845028
1993,Nairobi City,18.2666671276093,71.066666674614,-0.77749999333173,4.15833348035812,0.189057961934143,0,56.7142301559448,65.8222482681274,78.8638029098511
1993,Waterbody,22.5583335558574,109.333335717519,-2.12708331644535,4.82083340485891,0.164894153314913,0,37.71647417768836,24.23146892040968,25.03082502740955
1994,Coastal,26.4708336989085,97.2041677030424,-1.94687498857578,5.05208342770735,0.157966500620486,0,52.612427302642,85.6733827197675,51.8031072626409
1994,Highland,16.5805558959643,97.4826400929027,-2.66430555278849,3.82708340055413,0.177557184626649,0,62.3162563117002,19.12046964796525,45.551579268088005
1994,Lowland,26.0413113634345,54.147746574552,-2.52123244042223,5.38300583574385,0.16179249355203,129,34.2102670349519,57.5846731027718,14.5497243298259
1994,Midland,20.4401178558668,90.9461012718946,-2.27729167004761,4.37948725684586,0.17882183344596,0,70.91565754386897,66.97802977799964,82.6475845845028
1994,Nairobi City,18.4833336671193,80.6916671117147,-1.57916666412105,4.05000003178914,0.189420221871893,0,56.7142301559448,65.8222482681274,78.8638029098511
1994,Waterbody,22.6583336989085,116.57500073115,-2.33666665355364,4.76666676998138,0.169251935135839,0,37.71647417768836,24.23146892040968,25.03082502740955
1995,Coastal,26.4916671117147,62.5541675274571,-1.70812499895692,5.08958339194457,0.149066282559063,0,52.612427302642,85.6733827197675,51.8031072626409
1995,Highland,16.8256947398186,95.4409736759133,-1.72916666677015,3.85833340220981,0.174869971781771,0,62.3162563117002,19.12046964796525,45.551579268088005
1995,Lowland,26.2600931596419,48.1393972610591,-1.76215188076553,5.38735598146096,0.156004975734964,0,34.2102670349519,57.5846731027718,14.5497243298259
1995,Midland,20.5871798650831,83.5711017049004,-1.12971688247222,4.40753212813129,0.17579483074178,0,70.91565754386897,66.97802977799964,82.6475845845028
1995,Nairobi City,18.6166667938232,73.1416676521302,0.323333330452442,3.95000006755193,0.192660129525595,0,56.7142301559448,65.8222482681274,78.8638029098511
1995,Waterbody,22.9416670004527,105.616668542226,-2.3037500133117,4.82083336512248,0.162978432880865,0,37.71647417768836,24.23146892040968,25.03082502740955
1996,Coastal,26.4229170084,56.3104179302852,-2.20062499493361,5.09791674713294,0.136164693282383,5,52.612427302642,85.6733827197675,51.8031072626409
1996,Highland,16.6312502887514,90.9868069545996,-1.40118055776434,3.87986117932531,0.168495052610717,0,62.3162563117002,19.12046964796525,45.551579268088005
1996,Lowland,26.152406772259,37.4443467385174,-2.17907953413544,5.42055622967301,0.147426551015456,0,34.2102670349519,57.5846731027718,14.5497243298259
1996,Midland,20.4476499256925,73.0577467558076,-1.80025641025546,4.43611119980486,0.170211017090592,0,70.91565754386897,66.97802977799964,82.6475845845028
1996,Nairobi City,18.4500001271566,54.1166679738821,-1.48166666428248,4.00000001986821,0.175617717258218,0,56.7142301559448,65.8222482681274,78.8638029098511
1996,Waterbody,22.7000002861023,115.44166876475,-1.32583334382313,4.84166669845581,0.155209433187869,0,37.71647417768836,24.23146892040968,25.03082502740955
1997,Coastal,26.4270837306976,110.179167824984,-0.398333331531224,5.05625008046627,0.173153285539393,1,52.612427302642,85.6733827197675,51.8031072626409
1997,Highland,16.6368059184816,105.450001624361,-1.91576389088813,3.86527784665426,0.183184654338239,1,62.3162563117002,19.12046964796525,45.551579268088005
1997,Lowland,26.1053638701987,77.0067595260028,-1.69330126374565,5.43171982865978,0.17569736584176,31,34.2102670349519,57.5846731027718,14.5497243298259
1997,Midland,20.4588144742526,108.147811264002,-1.47175213808003,4.40048084962062,0.185979331583329,0,70.91565754386897,66.97802977799964,82.6475845845028
1997,Nairobi City,18.4666668574015,88.7000009993712,-0.474999997143944,4.07500008742015,0.193582048380954,0,56.7142301559448,65.8222482681274,78.8638029098511
1997,Waterbody,22.7375004291535,132.80000162919401,-2.30625000906487,4.80833337704341,0.179193391112606,0,37.71647417768836,24.23146892040968,25.03082502740955
1998,Coastal,26.6770836512248,92.4812523961067,1.53083331747136,5.08333346247673,0.230178572599104,0,52.612427302642,85.6733827197675,51.8031072626409
1998,Highland,16.8291670084,111.454862634663,0.551666664295933,3.83125006324715,0.229857723642623,0,62.3162563117002,19.12046964796525,45.551579268088005
1998,Lowland,26.3259623928391,51.6403213628447,0.138930172063785,5.45756187389903,0.232410705965665,15,34.2102670349519,57.5846731027718,14.5497243298259
1998,Midland,20.6472225841294,93.6990402392403,0.715993590643988,4.37767102079004,0.234673185924723,0,70.91565754386897,66.97802977799964,82.6475845845028
1998,Nairobi City,18.6666669845581,94.7000012397766,1.87249999493361,4.0416667064031,0.23640848044306,0,56.7142301559448,65.8222482681274,78.8638029098511
1998,Waterbody,22.8875003655752,109.954168287913,-1.33624998976787,4.78333340088526,0.230444347494194,0,37.71647417768836,24.23146892040968,25.03082502740955
1999,Coastal,26.5395836830139,75.9104175411165,-1.53354164399207,5.16458343962828,0.174268829262836,5,52.612427302642,85.6733827197675,51.8031072626409
1999,Highland,16.7451391882367,88.8340290685495,-2.1390277693669,3.92152783605787,0.171417657837824,0,62.3162563117002,19.12046964796525,45.551579268088005
1999,Lowland,26.1405984515397,43.6373690694462,-2.64291955646105,5.47580764701777,0.170252582436477,6,34.2102670349519,57.5846731027718,14.5497243298259
1999,Midland,20.6108977967857,79.4902254121503,-2.40012820023629,4.48856845243364,0.17671164160887,25,70.91565754386897,66.97802977799964,82.6475845845028
1999,Nairobi City,18.6083337465922,56.5916669766108,-2.52500000596046,4.14166673024495,0.181038302783337,1,56.7142301559448,65.8222482681274,78.8638029098511
1999,Waterbody,22.8916669686635,114.383334946632,-2.7583333303531,4.89583345254262,0.172431690868465,0,37.71647417768836,24.23146892040968,25.03082502740955
2000,Coastal,26.4875003099442,63.7645846734444,-2.24875000864267,5.21875007947286,0.159186247844777,0,52.612427302642,85.6733827197675,51.8031072626409
2000,Highland,16.8152780797747,71.4722234931257,-3.66305553913116,3.98055560721291,0.14796997900262,0,62.3162563117002,19.12046964796525,45.551579268088005
2000,Lowland,26.1979461860807,35.8292630307235,-3.27231965791441,5.54603420903429,0.149702739773703,2,34.2102670349519,57.5846731027718,14.5497243298259
2000,Midland,20.596848635592,62.3185371443218,-3.60189636879497,4.54284195423635,0.155634844425399,0,70.91565754386897,66.97802977799964,82.6475845845028
2000,Nairobi City,18.6166672706604,43.8083340565364,-4.19833332300186,4.21666671832402,0.16277999923948,0,56.7142301559448,65.8222482681274,78.8638029098511
2000,Waterbody,22.979167064031,100.250001653035,-3.62624995410442,4.93333341677983,0.153374565584151,0,37.71647417768836,24.23146892040968,25.03082502740955
2001,Coastal,26.6166670322418,59.9395844300588,-2.72958332300186,5.13541677097479,0.157060015692689,0,52.612427302642,85.6733827197675,51.8031072626409
2001,Highland,17.0500003033214,98.2590291235182,-3.08972221944067,3.89583340287208,0.169716985244776,0,62.3162563117002,19.12046964796525,45.551579268088005
2001,Lowland,26.3849039845266,43.933038073409,-3.38196252835176,5.49861272337688,0.156949772346969,0,34.2102670349519,57.5846731027718,14.5497243298259
2001,Midland,20.7787930970518,88.4988792889298,-3.19672008772564,4.45000008410878,0.171862249737292,0,70.91565754386897,66.97802977799964,82.6475845845028
2001,Nairobi City,18.8083337148031,74.5583341916402,-3.78500004609426,4.09166673819224,0.193937575638294,0,56.7142301559448,65.8222482681274,78.8638029098511
2001,Waterbody,23.1625004609426,119.991669034958,-2.8270833194255802,4.862500111262,0.16278213338215,0,37.71647417768836,24.23146892040968,25.03082502740955
2002,Coastal,26.8229171037674,94.2583350419998,-2.60562501599391,5.10625010728836,0.173495432402898,0,52.612427302642,85.6733827197675,51.8031072626409
2002,Highland,17.3111114435726,106.974306643009,-2.33458332510458,3.90972227685981,0.176628193603979,0,62.3162563117002,19.12046964796525,45.551579268088005
2002,Lowland,26.6663799733998,58.8971603785227,-2.83250223243407,5.53259287393146,0.171302822770469,0,34.2102670349519,57.5846731027718,14.5497243298259
2002,Midland,21.0180025095614,104.403580172674,-2.23677349989263,4.43824794480943,0.179143226509448,0,70.91565754386897,66.97802977799964,82.6475845845028
2002,Nairobi City,19.0250004132589,98.7916674455006,-2.47583334644636,4.14166673024495,0.199865476611783,0,56.7142301559448,65.8222482681274,78.8638029098511
2002,Waterbody,23.479167064031,127.970835208893,-2.70375000437101,4.89583347241084,0.175099866837632,0,37.71647417768836,24.23146892040968,25.03082502740955
2003,Coastal,27.0020837386449,57.7895844715648,-2.3706250016888,5.30625010530154,0.168036478585199,0,52.612427302642,85.6733827197675,51.8031072626409
2003,Highland,17.2854170534346,94.0208348184824,-1.9969444365965,4.03263895048035,0.170631245229779,0,62.3162563117002,19.12046964796525,45.551579268088005
2003,Lowland,26.6194293690831,48.3556686733695,-2.34046516211515,5.60562079900959,0.166632410990112,0,34.2102670349519,57.5846731027718,14.5497243298259
2003,Midland,21.0902781909348,73.5042212950209,-1.98637820085964,4.59829068005594,0.170490121565858,0,70.91565754386897,66.97802977799964,82.6475845845028
2003,Nairobi City,19.1083337465922,63.2416677474976,-1.31750000019868,4.33333345254262,0.163464218111975,0,56.7142301559448,65.8222482681274,78.8638029098511
2003,Waterbody,23.4583335717519,101.770833738645,-3.02916669845581,5.00000009934107,0.169966258595276,0,37.71647417768836,24.23146892040968,25.03082502740955
2004,Coastal,26.4500002861023,61.3500005230308,-3.03895832846562,5.08750014503797,0.163991448040876,1,52.612427302642,85.6733827197675,51.8031072626409
2004,Highland,16.9847225613064,91.8687513517009,-2.23930555995968,3.91666673123836,0.169967246220809,0,62.3162563117002,19.12046964796525,45.551579268088005
2004,Lowland,26.3340160914112,49.3616723872198,-2.25722234861497,5.48730290800732,0.165572276699307,0,34.2102670349519,57.5846731027718,14.5497243298259
2004,Midland,20.6834939519564,75.3868065908138,-2.98711539492903,4.45010692467037,0.171117015639941,7,70.91565754386897,66.97802977799964,82.6475845845028
2004,Nairobi City,18.700000445048,55.2666671196619,-2.61666665474574,4.09166665871938,0.165942469218247,0,56.7142301559448,65.8222482681274,78.8638029098511
2004,Waterbody,23.200000445048,104.854167668025,-3.85375001033147,4.85833340883255,0.16681396607294,0,37.71647417768836,24.23146892040968,25.03082502740955
2005,Coastal,26.2812503178914,58.1208341260751,-3.24770833303531,5.14166674017906,0.14393936184847,0,52.612427302642,85.6733827197675,51.8031072626409
2005,Highland,16.8965281049411,78.6659735765722,-2.8914583362639,3.97569450901614,0.156108287819385,6,62.3162563117002,19.12046964796525,45.551579268088005
2005,Lowland,26.2678711831304,40.3453376135688,-2.390425048095,5.51610900047642,0.14760522418864,11,34.2102670349519,57.5846731027718,14.5497243298259
2005,Midland,20.5597225723104,61.9504817035533,-3.91035256257806,4.51917742320105,0.158028276953514,33,70.91565754386897,66.97802977799964,82.6475845845028
2005,Nairobi City,18.5500005086263,47.3500002702077,-4.0916666785876,4.21666673819224,0.147553174848288,36,56.7142301559448,65.8222482681274,78.8638029098511
2005,Waterbody,23.1208337148031,95.9041683514913,-3.56958335638046,4.91250004371007,0.149772172222064,0,37.71647417768836,24.23146892040968,25.03082502740955
2006,Coastal,26.5812501907349,103.54166815877,-2.06479165268441,5.05833343664805,0.163854768620389,367,52.612427302642,85.6733827197675,51.8031072626409
2006,Highland,16.950000292725,105.059029359288,-2.47708334052004,3.8777778479788,0.170221983821883,2,62.3162563117002,19.12046964796525,45.551579268088005
2006,Lowland,26.4210118814899,56.2005779805413,-2.45677903037287,5.45063729080424,0.164769403276883,4806,34.2102670349519,57.5846731027718,14.5497243298259
2006,Midland,20.6925751225561,110.814744560596,-2.93916133302463,4.40892101518619,0.172062450564769,287,70.91565754386897,66.97802977799964,82.6475845845028
2006,Nairobi City,18.7083336512248,99.6333346525828,-3.50666666030884,4.07500010728836,0.156655302064286,15,56.7142301559448,65.8222482681274,78.8638029098511
2006,Waterbody,23.0541671117147,125.791669654846,-2.75166666073104,4.84583342075348,0.168763815587701,3,37.71647417768836,24.23146892040968,25.03082502740955
2007,Coastal,26.4458337227504,72.6625010947386,-1.15812500224759,5.06666680177053,0.181495898559025,128,52.612427302642,85.6733827197675,51.8031072626409
2007,Highland,16.8201392094294,110.176390751203,-1.03486110780957,3.91875005596214,0.181997445967789,32,62.3162563117002,19.12046964796525,45.551579268088005
2007,Lowland,26.3030633656543,53.6614422835591,-1.65645803164092,5.4753888900552,0.180478876449519,406,34.2102670349519,57.5846731027718,14.5497243298259
2007,Midland,20.5649042328199,84.1508022390038,-1.32903311468271,4.44668810566266,0.18912382612484,499,70.91565754386897,66.97802977799964,82.6475845845028
2007,Nairobi City,18.5833335717519,61.625000222524,-1.79250002900759,4.09166675806045,0.186793840904203,4,56.7142301559448,65.8222482681274,78.8638029098511
2007,Waterbody,22.9750004609426,126.375001366933,-1.3545833354195,4.86250007152557,0.182258675122754,0,37.71647417768836,24.23146892040968,25.03082502740955
2008,Coastal,26.3708336750666,56.8812508205573,-1.91562501259614,5.12083341677983,0.173264885316643,5,52.612427302642,85.6733827197675,51.8031072626409
2008,Highland,16.8055558668243,98.0840295698908,-1.63423610683013,3.93194450934728,0.170208203645449,0,62.3162563117002,19.12046964796525,45.551579268088005
2008,Lowland,26.2606739326132,49.6975101383375,-1.73265761916571,5.49539678086028,0.170030362137483,18,34.2102670349519,57.5846731027718,14.5497243298259
2008,Midland,20.5089746627033,84.5770846805356,-1.83632478773849,4.47120733992157,0.174914168897042,29,70.91565754386897,66.97802977799964,82.6475845845028
2008,Nairobi City,18.5166672070821,66.5583351612091,-2.32999999324481,4.11666677395503,0.166496847911427,0,56.7142301559448,65.8222482681274,78.8638029098511
2008,Waterbody,22.9250002702077,111.645834604899,-2.68250000476837,4.87083337704341,0.171669623150633,0,37.71647417768836,24.23146892040968,25.03082502740955
2009,Coastal,26.8916670084,65.8187510371208,-3.19729168713093,5.23333342870076,0.154364586418871,99,52.612427302642,85.6733827197675,51.8031072626409
2009,Highland,17.4166669580672,90.6812511967288,-2.12076389132482,3.94027784632312,0.156154301581659,0,62.3162563117002,19.12046964796525,45.551579268088005
2009,Lowland,26.8499947888197,49.6003887472539,-2.17400932618955,5.59703523270351,0.153885505819044,1,34.2102670349519,57.5846731027718,14.5497243298259
2009,Midland,21.1300751307072,84.8872338905103,-2.45079059502842,4.51346162012499,0.161246437456958,1,70.91565754386897,66.97802977799964,82.6475845845028
2009,Nairobi City,19.1583337783814,74.0833336035411,-2.9224999944369,4.19166674216588,0.150613488163799,0,56.7142301559448,65.8222482681274,78.8638029098511
2009,Waterbody,23.5541668732961,109.566668605805,-3.28958334525426,4.94583346446355,0.1561803031009,0,37.71647417768836,24.23146892040968,25.03082502740955
2010,Coastal,26.9166671037674,54.9729176104069,-3.25291667878628,5.17083345850309,0.166673821157462,7,52.612427302642,85.6733827197675,51.8031072626409
2010,Highland,17.2645836737421,102.681251747078,-1.44368055674972,3.93194450934728,0.178310687271257,8,62.3162563117002,19.12046964796525,45.551579268088005
2010,Lowland,26.7004876472745,47.771359173305,-1.8802301523513,5.5449704763765,0.166458308742804,14,34.2102670349519,57.5846731027718,14.5497243298259
2010,Midland,21.0075858591968,86.7471702350127,-1.7408119647298,4.48915605654574,0.179919554446126,43,70.91565754386897,66.97802977799964,82.6475845845028
2010,Nairobi City,19.0166670481364,67.0250013510387,-2.37333332498868,4.15000003576279,0.205319513825493,0,56.7142301559448,65.8222482681274,78.8638029098511
2010,Waterbody,23.3916672070821,135.429169432322,-1.74499998350317,4.91250004371007,0.170586472738856,54,37.71647417768836,24.23146892040968,25.03082502740955
