"","x","y","Year","Number_confirmed_events","Total_deaths","Species_group","AEZ_Name"
"603",40.253571,-0.250936,2006,0,0,NA,"Lowland"
"604",40.253571,-0.250936,2006,0,0,NA,"Lowland"
"605",40.28,0.044,2007,0,0,"Livestock","Lowland"
"606",40.28,0.044,2006,6,0,"Livestock","Lowland"
"607",40.329675,2.463455,2010,13,0,"Wildlife","Lowland"
"608",40.34056,0.58444,2006,0,0,"Livestock","Lowland"
"609",40.35754,-2.560467,2008,2,0,"Wildlife","Coastal"
"610",40.383,-2.185,2007,0,0,"Livestock","Coastal"
"611",40.383,-2.185,2006,1,0,"Livestock","Coastal"
"612",40.42571,-1.508199,2012,0,0,"Livestock","Coastal"
"613",40.437981,-2.387891,2012,0,0,"Livestock","Coastal"
"614",40.437981,-2.387891,2013,2,0,"Livestock","Coastal"
"615",40.485237,-0.183588,2013,1,0,"Livestock","Lowland"
"616",40.485237,-0.183588,2014,6,0,"Human","Lowland"
"617",40.485237,-0.183588,2013,0,0,"Livestock","Lowland"
"618",40.485237,-0.183588,2013,0,0,"Livestock","Lowland"
"619",40.485237,-0.183588,2013,3,0,"Livestock","Lowland"
"620",40.485237,-0.183588,2012,0,0,"Livestock","Lowland"
"621",40.485237,-0.183588,2012,0,0,"Livestock","Lowland"
"622",40.485237,-0.183588,2013,0,0,"Livestock","Lowland"
"623",40.485237,-0.183588,2013,2,0,"Livestock","Lowland"
"624",40.485237,-0.183588,2012,1,0,"Livestock","Lowland"
"625",40.520277,-1.581111,2014,0,0,"Livestock","Coastal"
"626",40.536373,-2.155233,2014,0,0,"Human","Coastal"
"627",40.547823,-1.615018,2006,125,0,"Human","Coastal"
"628",40.547823,-1.615018,2007,6,1,"Human","Coastal"
"629",40.547823,-1.615018,2012,4,0,"Livestock","Coastal"
"630",40.547823,-1.615018,1999,5,0,"Wildlife","Coastal"
"631",40.547823,-1.615018,2014,2,0,"Human","Coastal"
"632",40.547823,-1.615018,2008,0,0,"Wildlife","Coastal"
"633",40.547823,-1.615018,2013,0,0,"Livestock","Coastal"
"634",40.547823,-1.615018,2013,2,0,"Livestock","Coastal"
"635",40.547823,-1.615018,2008,3,0,"Wildlife","Coastal"
"636",40.547823,-1.615018,2012,1,0,"Livestock","Coastal"
"637",40.547823,-1.615018,2008,0,0,"Wildlife","Coastal"
"638",40.547823,-1.615018,2009,0,0,"Wildlife","Coastal"
"639",40.561324,-1.619057,2010,7,0,"Livestock","Coastal"
"640",40.561324,-1.619057,2012,0,0,"Livestock","Coastal"
"641",40.561324,-1.619057,2009,2,0,"Livestock","Coastal"
"642",40.561324,-1.619057,2009,1,0,"Livestock","Coastal"
"643",40.561324,-1.619057,2010,0,0,"Livestock","Coastal"
"644",40.566,-1.634,2006,2,0,"Livestock","Coastal"
"645",40.566,-1.634,2007,0,0,"Livestock","Coastal"
"646",40.7,-1.08,2007,0,0,"Livestock","Lowland"
"647",40.7,-1.08,2006,4000,0,"Livestock","Lowland"
"648",40.7,-1.08,2007,0,0,"Livestock","Lowland"
"649",40.747909,-2.296941,2013,0,0,"Livestock","Coastal"
"650",40.747909,-2.296941,2012,0,0,"Livestock","Coastal"
"651",40.75,3.5,2009,0,0,NA,"Lowland"
"652",40.798163,-1.377133,2010,0,0,"Wildlife","Coastal"
"653",40.798163,-1.377133,2010,0,0,"Wildlife","Coastal"
"654",40.798163,-1.377133,2009,0,0,"Wildlife","Coastal"
"655",40.798163,-1.377133,2010,0,0,"Wildlife","Coastal"
"656",40.798163,-1.377133,2009,0,0,"Wildlife","Coastal"
"657",40.83639,0.49583,2006,0,0,"Livestock","Lowland"
"658",40.863128,-1.558156,2011,32,0,"Human","Coastal"
"659",40.86944,0.35278,2006,0,0,"Livestock","Lowland"
"660",40.900377,-2.273069,1999,0,0,"Wildlife","Waterbody"
"661",40.913067,2.817387,2018,2,0,"Livestock","Lowland"
"662",40.913067,2.817387,2018,0,0,"Livestock","Lowland"
"663",40.968,3.43,2007,0,0,"Livestock","Lowland"
"664",40.968,3.43,2006,24,0,"Livestock","Lowland"
"665",41.059137,-1.271109,2013,5,0,"Livestock","Coastal"
"666",41.059137,-1.271109,2013,10,0,"Livestock","Coastal"
"667",41.063717,-1.930156,2014,1,0,"Human","Coastal"
"668",41.09124,3.821088,2021,2,2,"Livestock","Lowland"
"669",41.09124,3.821088,2021,0,0,"Livestock","Lowland"
"670",41.10352,-1.874011,2012,0,0,"Livestock","Coastal"
"671",41.855457,3.93383,2006,0,0,"Livestock","Lowland"
"672",41.855457,3.93383,2008,0,0,"Wildlife","Lowland"
"673",41.855457,3.93383,2018,2,0,"Wildlife","Lowland"
"674",41.855457,3.93383,1961,0,0,"Livestock","Lowland"
